title,platform,score,genre,editors_choice,release_year
ISS Pro Evolution,PlayStation,5.1,Sports,N,2000
Dracula Resurrection,PC,8,Adventure,N,2000
Kawasaki ATV Powersports,PC,1,Racing,N,2000
Draconus: Cult of the Wyrm,Dreamcast,6.7,Action,N,2000
Gold and Glory: The Road to El Dorado,Game Boy Color,5,Adventure,N,2000
South Park Rally,Dreamcast,4.2,Racing,N,2000
Evolution 2: Far off Promise,Dreamcast,4.5,RPG,N,2000
10Six,PC,6.2,Strategy,N,2000
Heroes of Might and Magic,Game Boy Color,7,Strategy,N,2000
Mario Artist: Talent Studio,Nintendo 64DD,8.2,Productivity,N,2000
Marvel vs. Capcom 2: New Age of Heroes,Dreamcast,9.3,Fighting,Y,2000
Koudelka,PlayStation,6.8,Adventure,N,2000
Rhapsody: A Musical Adventure,PlayStation,7.3,RPG,N,2000
Lemmings Revolution,PC,8,Puzzle,N,2000
Wacky Races,Game Boy Color,8,Racing,N,2000
Colony Wars: Red Sun,PlayStation,8.5,Action,Y,2000
Renegade Racers,PC,7.5,Racing,N,2000
Rally Challenge 2000,Nintendo 64,6,Racing,N,2000
Dogs of War: Battle On Primus IV,PC,7,Strategy,N,2000
SnoCross Championship Racing,PlayStation,7.5,Racing,N,2000
Mega Man Battle & Fighters,NeoGeo Pocket Color,8,"Fighting, Action",N,2000
NASCAR 2000,Game Boy Color,7,Racing,N,2000
Action Bass,PlayStation,5,Hunting,N,2000
Turok 3: Shadow of Oblivion,Game Boy Color,8,Action,N,2000
Reel Fishing II,PlayStation,6.3,Hunting,N,2000
Railroad Tycoon II (Gold Edition),Dreamcast,8.2,Simulation,N,2000
Monster Rancher Battle Card: Episode II,PlayStation,5.5,"Card, Battle",N,2000
Go Kart Challenge,PC,5.1,Racing,N,2000
Tennis,Game Boy,8,Sports,N,2000
Walt Disney World Magical Racing Tour,Dreamcast,6.3,Racing,N,2000
World Series Baseball 2K1,Dreamcast,5.5,Sports,N,2000
Bang! Gunship Elite,PC,7.9,Action,N,2000
Warlocked,Game Boy Color,9,Strategy,N,2000
Warlords Battlecry,PC,8.4,Strategy,N,2000
Gromada,PC,6.3,Action,N,2000
Mario Tennis,Nintendo 64,9,"Sports, Action",Y,2000
AeroWings 2: Air Strike,Dreamcast,8,Flight,N,2000
Jeremy McGrath Supercross 2000,Dreamcast,4,Racing,N,2000
NCAA Football 2001,PlayStation,8.3,Sports,N,2000
Kyojin no Doshin -- Kaihou Sensen Chibikko Chikko Daishuugou,Nintendo 64DD,2.5,Adventure,N,2000
SimCity 64,Nintendo 64DD,6,Simulation,N,2000
Carmageddon 64,Nintendo 64,1.3,Racing,N,2000
Wham-o Frisbee Golf,PC,4.2,Sports,N,2000
Strider 2,PlayStation,8.5,Action,Y,2000
KISS Psycho Circus: The Nightmare Child,PC,7,Action,N,2000
Pharaoh: Cleopatra,PC,8.6,Strategy,Y,2000
Field & Stream Trophy Bass 4,PC,8,Hunting,Y,2000
Army Men: Air Combat,Nintendo 64,7.6,Action,N,2000
Breakneck,PC,8.2,Racing,N,2000
F-Zero X Expansion Kit,Nintendo 64DD,8.4,Productivity,Y,2000
Threads of Fate,PlayStation,7.7,RPG,N,2000
F-18 Thunder Strike,Game Boy Color,2,Action,N,2000
Soulbringer,PC,7,RPG,N,2000
Kyojin no Doshin 1,Nintendo 64DD,6.5,Adventure,N,2000
Cool Cool Toon,Dreamcast,7.8,"Music, Action",N,2000
LEGO Rock Raiders,PlayStation,6,Action,N,2000
Hidden & Dangerous,Dreamcast,6.2,Action,N,2000
Who Wants to Beat Up a Millionaire?,PC,5.7,Puzzle,N,2000
Madden NFL 2001,PlayStation,9.4,Sports,Y,2000
WWF Royal Rumble,Dreamcast,5.2,Wrestling,N,2000
Beyond Atlantis,PC,6.4,Adventure,N,2000
MagForce Racing,Dreamcast,7.7,Racing,N,2000
International Superstar Soccer '99,Game Boy Color,8,Sports,N,2000
Giga Wing,Dreamcast,6,Shooter,N,2000
Maya the Bee & Her Friends,Game Boy Color,6,Puzzle,N,2000
Daily Racing Form: Horse Racing,PC,4,Racing,N,2000
X-Men: Mutant Academy,PlayStation,8,Fighting,N,2000
Bugs Bunny in Crazy Castle 4,Game Boy Color,7,Action,N,2000
Power Rangers: Lightspeed Rescue,Game Boy Color,7,Action,N,2000
AMF Xtreme Bowling,Game Boy Color,7,Sports,N,2000
Men In Black: The Series 2,Game Boy Color,5,Action,N,2000
X-Men: Mutant Academy,Game Boy Color,3,Fighting,N,2000
Communication Logic Battle Daisessen,Dreamcast,7.5,Puzzle,N,2000
Caesars Palace 2000,PC,7.2,Puzzle,N,2000
Namco Museum,Dreamcast,4,Action,N,2000
Chrono Cross,PlayStation,9.7,RPG,Y,2000
Heavy Metal: F.A.K.K.2,PC,8,Action,N,2000
Ecco the Dolphin: Defender of the Future,Dreamcast,7.6,Action,N,2000
Mr. Driller,Game Boy Color,6,Puzzle,N,2000
Sergei Bubka's Millennium Games,PC,7.9,Sports,N,2000
Spirit of Speed 1937,Dreamcast,2.2,Racing,N,2000
F-1 World Grand Prix,PC,8.3,Racing,N,2000
Midway's Greatest Arcade Hits Volume I,Dreamcast,7.5,Compilation,N,2000
Terminus,PC,8,Action,N,2000
Giant Gram: All Japan Pro Wrestling 2,Dreamcast,8.4,Wrestling,N,2000
Tenchu 2: Birth of the Stealth Assassins,PlayStation,9.1,Action,Y,2000
Metal Fatigue,PC,7.1,Strategy,N,2000
Surf Riders,PlayStation,6.5,Action,N,2000
Seaman,Dreamcast,8.3,Virtual Pet,N,2000
Zusar Vasar,Dreamcast,6,Racing,N,2000
Virtual Deep Sea Fishing,PC,3.3,Hunting,N,2000
Test Drive Cycles,Game Boy Color,4,Racing,N,2000
Dance Dance Revolution [2001],Game Boy Color,5,Music,N,2000
Tokyo Xtreme Racer 2,Dreamcast,9.3,Racing,Y,2000
"Army Men: World War Land, Sea, Air",PlayStation,3,Action,N,2000
Pokemon Puzzle League,Nintendo 64,8.9,Puzzle,N,2000
Michelin Rally Masters Race of Champions,PC,9,Racing,Y,2000
Frogger 2,Game Boy Color,8,Action,Y,2000
Army Men: Sarge's Heroes 2,Nintendo 64,5,Action,N,2000
Metal Gear Solid,PC,9,"Action, Adventure",Y,2000
Dino Crisis 2,PlayStation,9.3,Adventure,Y,2000
NHL 2001,PlayStation,8.4,Sports,N,2000
Sanity: Aiken's Artifact,PC,8.3,Action,N,2000
Crimson Skies,PC,8.8,Action,Y,2000
Battleship: Surface Thunder,PC,7.4,Action,N,2000
Buffy the Vampire Slayer,Game Boy Color,2,Action,N,2000
Dragon Warrior I & II,Game Boy Color,8,RPG,N,2000
Star Wars: Episode I: Jedi Power Battles,Dreamcast,6.8,Action,N,2000
San Francisco Rush 2049,Dreamcast,9,Racing,Y,2000
NFL 2K1,Dreamcast,9.5,Sports,Y,2000
MTV Sports: Skateboarding Featuring Andy Macdonald,Game Boy Color,7,Sports,N,2000
Microsoft Golf 2001 Edition,PC,7.7,Sports,N,2000
San Francisco Rush 2049,Nintendo 64,9,Racing,Y,2000
Lil' Monster,Game Boy Color,5,RPG,N,2000
NFL Blitz 2001,Game Boy Color,3,"Sports, Action",N,2000
NFL Blitz 2001,Nintendo 64,7.4,"Sports, Action",N,2000
RPG Maker,PlayStation,8.2,"RPG, Editor",N,2000
Professional Bull Rider 2,PC,5,Sports,N,2000
Panzer General III: Scorched Earth,PC,7.9,Strategy,N,2000
Blaster Master: Enemy Below,Game Boy Color,8,Action,N,2000
Dave Mirra Freestyle BMX,PlayStation,8,Sports,N,2000
MindRover: The Europa Project,PC,8.5,Simulation,Y,2000
High Impact Paintball,PC,3.3,Action,N,2000
Madden NFL 2001,Nintendo 64,8,Sports,N,2000
Ganbare! Nippon! Olympics 2000,Dreamcast,6.1,Sports,N,2000
Tyco R/C: Assault With A Battery,PlayStation,7.5,Racing,N,2000
Spin Jam,PlayStation,7,Action,N,2000
Ultimate Fighting Championship,Dreamcast,9.1,Fighting,Y,2000
Enemy Engaged: Comanche vs. Hokum,PC,9,Simulation,Y,2000
Ball Breakers,PlayStation,7.5,Action,N,2000
Sydney 2000,Dreamcast,6,Sports,N,2000
Sydney 2000,PC,6.4,Sports,N,2000
Muppet Race Mania,PlayStation,8.3,Racing,N,2000
Chessmaster,Game Boy Color,8,Board,N,2000
Stunt Racer 64,Nintendo 64,7,Racing,N,2000
Destruction Derby Raw,PlayStation,7.9,Racing,N,2000
Pro-Pinball: Fantastic Journey,PlayStation,4.8,Pinball,N,2000
Caesars Palace 2000,Dreamcast,2.5,Casino,N,2000
Who Wants To Be A Millionaire?,Game Boy Color,7,Trivia,N,2000
ESPN International Track & Field,Dreamcast,6,Sports,N,2000
Power Rangers Lightspeed Rescue,Nintendo 64,3,Action,N,2000
Wal-Mart FLW Tour Tournament 2000,PC,5,Sports,N,2000
Perfect Dark,Game Boy Color,7,Action,N,2000
NFL QB Club 2001,Nintendo 64,5.8,Sports,N,2000
Star Trek: New Worlds,PC,6.2,Strategy,N,2000
Pro-Pinball: Big Race USA,PlayStation,4.8,Pinball,N,2000
Turok 3: Shadow of Oblivion,Nintendo 64,7.4,Action,N,2000
Grand Prix 3,PC,9,Racing,Y,2000
F1 Racing Championship,PlayStation,7.5,Racing,N,2000
Star Trek: Voyager: Elite Force,PC,8.6,Action,N,2000
Ferrari F355 Challenge,Dreamcast,9.2,"Racing, Simulation",Y,2000
Tony Hawk's Pro Skater 2,PlayStation,9.6,Sports,Y,2000
ATV Quad Power Racing,PlayStation,3,Racing,N,2000
NCAA GameBreaker 2001,PlayStation,7.2,Sports,N,2000
Return of The Incredible Machine: Contraptions,PC,8.4,Puzzle,Y,2000
Ms. Pac-Man Maze Madness,PlayStation,8.3,Action,N,2000
MTV Sports: Skateboarding Featuring Andy Macdonald,PC,5,Sports,N,2000
Space Marauder,Game Boy Color,6,Action,N,2000
NFL Blitz 2001,Dreamcast,8,"Sports, Action",N,2000
San Francisco Rush 2049,Game Boy Color,6,Racing,N,2000
Virtua Athlete 2K,Dreamcast,4,Action,N,2000
SEGA GT,Dreamcast,9.2,Racing,N,2000
Age of Empires II: The Conquerors,PC,8.2,Strategy,N,2000
Bust A Groove 2,PlayStation,6.8,Music,N,2000
Spider-Man [2000],PlayStation,9,Action,Y,2000
Submarine TITANS,PC,7,Strategy,N,2000
Hot Chix n' Gear Stix,PC,6,Racing,N,2000
